,id,issue_date,loan_amnt,loan_status,term,int_rate,installment,sub_grade,verification_status,addr_state,total_paymnt
2283,38508580,1-15,10000.0,1,0,19.24,260.73,22,1,South,2857.34
1826,38524353,1-15,10400.0,1,1,0.67,440.92,6,0,West,3939.54
2278,38058468,1-15,8000.0,1,1,14.99,277.29,15,0,MidWest,3314.16
1828,39601622,1-15,2000.0,1,1,0.99,66.42,10,0,0,727.96
9333,38242401,1-15,19500.0,1,1,0.49,624.56,7,1,East,7474.16
9544,37691377,1-15,23600.0,1,0,0.49,507.14,8,1,MidWest,6058.17
6272,38470015,1-15,10000.0,1,1,0.99,332.1,10,0,West,3968.55
1071,38579491,1-15,18000.0,1,1,7.524344210526315,569.64,6,1,MidWest,6304.02
8396,38242030,1-15,4000.0,1,1,14.31,137.32,14,0,South,1641.48
6273,38232469,1-15,6225.0,1,1,13.66,211.73,13,1,South,2545.7
718,38528662,1-15,14350.0,1,0,20.99,388.14,24,1,South,4624.21
6274,34883768,1-15,10300.0,1,1,0.49,320.35,4,0,East,3839.91
6295,38518138,1-15,27750.0,0,0,19.24,723.52,22,1,MidWest,29499.57
9736,38627577,1-15,18000.0,1,0,0.49,377.95,10,1,South,4525.91
2228,39532354,1-15,5000.0,1,1,7.524344210526315,174.78,16,0,South,5019.49
2226,38614686,1-15,15000.0,0,1,15.99,527.29,17,1,East,5766.88
4021,39058252,1-15,7800.0,1,1,15.99,274.19,17,1,South,3009.16
6319,39770427,1-15,5200.0,1,1,0.19,163.41,5,1,MidWest,1807.78
9355,39580213,1-15,8000.0,1,1,0.49,256.23,7,0,West,2810.09
5169,40318017,1-15,10000.0,1,0,0.19,314.25,5,1,West,3452.2
5167,38517448,1-15,4000.0,1,1,14.99,138.65,15,1,East,1660.47
7022,39399351,1-15,35000.0,1,0,22.99,986.47,26,1,South,41913.62
6323,38544832,1-15,20000.0,0,1,17.14,714.45,19,0,MidWest,4267.66
7179,38516011,1-15,18000.0,1,0,0.19,366.62,5,1,MidWest,4391.25
4966,14428496,1-15,21000.0,1,0,0.39,471.29,11,1,East,5155.28
809,38437174,1-15,13000.0,1,1,0.19,408.52,5,0,South,13896.5
6464,37927296,1-15,10000.0,1,0,21.99,276.14,25,1,MidWest,0
4239,37691997,1-15,8000.0,1,1,0.49,245.16,2,0,East,8164.08
1890,39470123,1-15,15600.0,1,1,0.49,506.97,10,1,West,6060.91
5159,39320189,1-15,4725.0,1,1,24.0,186.62,28,0,0,2243.47
5157,40550244,1-15,24000.0,1,0,0.99,533.75,10,1,MidWest,5839.28
9482,37652106,1-15,25000.0,1,1,15.59,440.92,16,1,South,10443.25
9481,38151638,1-15,14475.0,1,0,22.99,440.92,26,1,South,4858.78
2158,38151481,1-15,25000.0,1,1,6.0,760.89,1,1,East,0
2154,39660902,1-15,14400.0,1,0,0.99,444.57,3,1,MidWest,4884.68
2152,38469626,1-15,24500.0,1,0,13.66,565.77,13,1,East,6752.05
7167,38526030,1-15,15000.0,1,0,18.54,385.33,21,1,MidWest,6594.61
9478,39529306,1-15,7850.0,1,1,18.54,285.93,21,0,East,3410.95
6326,40440185,1-15,16000.0,1,0,19.24,417.17,22,1,South,4635.88
9490,39671485,1-15,12000.0,0,0,17.86,303.81,20,1,West,3014.29
796,39579364,1-15,27975.0,1,0,26.0,838.58,35,1,South,9161.98
6466,39739574,1-15,8000.0,1,1,0.67,253.18,6,0,West,3028.53
9341,38439893,1-15,17500.0,1,0,21.99,440.92,25,1,MidWest,5777.5
764,38587664,1-15,13700.0,1,0,23.99,394.05,27,1,East,4433.16
5196,38812579,1-15,20000.0,1,0,17.86,506.35,20,1,MidWest,20070.45
768,38018251,1-15,11200.0,1,0,0.49,240.68,8,1,East,2875.11
8442,40007811,1-15,6000.0,1,1,0.49,183.87,2,1,West,2018.24
1872,38465066,1-15,11950.0,1,1,7.524344210526315,439.5,22,0,MidWest,5311.26
9501,39682522,1-15,3525.0,1,1,15.99,123.92,17,1,West,1356.86
776,38545991,1-15,14400.0,1,1,13.66,489.79,13,1,South,5866.55
3996,38615856,1-15,15925.0,1,1,7.524344210526315,585.69,22,1,West,6994.24
9498,38455361,1-15,11000.0,0,0,0.67,226.59,6,1,East,2713.78
8453,38485781,1-15,13375.0,1,0,25.57,397.06,30,1,West,0
2198,39419773,1-15,3000.0,1,0,0.49,96.09,7,0,South,1153.46
8454,38445586,1-15,19475.0,1,1,17.86,702.71,20,1,MidWest,8413.2
5185,38341427,1-15,25000.0,1,1,6.0,760.89,1,1,South,21153.04
1875,38575507,1-15,21000.0,1,1,0.49,672.6,7,1,West,8060.13
3998,40167835,1-15,22000.0,1,1,15.99,773.35,17,1,South,8487.31
7196,40461164,1-15,15775.0,1,1,0.67,499.23,6,0,East,5476.33
1879,39591592,1-15,18000.0,1,0,0.44,395.33,10,1,South,4337.19
7192,38614453,1-15,35000.0,1,1,13.66,1190.45,13,1,MidWest,14258.84
7190,38537661,1-15,8000.0,1,1,0.67,253.18,6,0,West,3034.31
8465,37917304,1-15,6000.0,1,1,0.99,185.24,3,1,East,2218.22
4249,38211297,1-15,20625.0,1,1,7.524344210526315,688.9,11,1,East,8238.41
6317,38648684,1-15,14600.0,1,1,0.99,484.86,10,0,MidWest,6050.99
1845,39430510,1-15,9000.0,1,1,0.99,277.86,3,1,0,3330.82
9739,38557749,1-15,8000.0,1,1,0.99,265.68,10,0,MidWest,3200.98
7395,38417249,1-15,8000.0,1,1,6.0,440.92,1,0,East,2919.2
1217,39987957,1-15,25000.0,1,1,0.19,785.61,5,1,MidWest,8618.96
6758,38291244,1-15,20000.0,1,1,0.39,668.02,11,1,South,14088.74
166,38444939,1-15,11850.0,1,0,0.99,399.22,12,1,MidWest,4782.09
6759,39379695,1-15,22950.0,1,0,14.31,537.71,14,1,MidWest,6406.91
9140,38565781,1-15,20000.0,1,1,0.49,649.96,8,1,MidWest,7787.86
7923,38606303,1-15,15325.0,1,0,18.54,393.68,21,1,South,4799.71
1317,40227434,1-15,15000.0,1,1,0.67,474.7,6,0,South,0
2958,40148175,1-15,2200.0,1,1,14.99,76.26,15,0,South,835.2
4574,37811574,1-15,18000.0,1,0,0.67,370.78,6,1,South,4432.02
7926,40157523,1-15,21000.0,1,1,14.99,727.87,15,1,East,7971.59
2954,38892180,1-15,13825.0,1,1,0.39,461.77,11,0,West,5700.27
9885,39541829,1-15,11200.0,1,0,15.59,269.93,16,1,South,2949.83
3353,39522398,1-15,20000.0,1,1,0.19,628.49,5,0,East,6904.29
2944,39719763,1-15,10000.0,1,1,0.49,320.29,7,1,South,10058.0
1506,39610057,1-15,11125.0,1,1,0.49,346.01,4,0,South,3801.48
182,38459802,1-15,10975.0,1,1,0.99,440.92,12,1,South,4077.43
3360,38455422,1-15,20000.0,1,0,17.86,506.35,20,1,South,5530.16
184,39651264,1-15,25000.0,1,1,0.99,842.23,12,1,South,0
5708,39711438,1-15,12000.0,1,1,0.99,404.27,12,0,West,4429.65
7937,38534445,1-15,16000.0,1,1,0.49,490.32,2,0,South,5872.3
2939,39259940,1-15,12425.0,1,1,17.86,448.33,20,0,South,5349.14
1507,38478641,1-15,11950.0,1,0,19.99,316.54,23,1,South,3468.67
3362,39730512,1-15,12000.0,0,1,14.31,411.95,14,0,West,2050.21
6763,38586210,1-15,34500.0,1,0,0.39,440.92,11,1,South,9267.37
1308,39542761,1-15,20000.0,1,1,0.49,640.57,7,1,East,7035.73
9136,40490473,1-15,11000.0,1,1,0.99,365.31,10,0,East,4003.76
5727,38648480,1-15,15000.0,0,0,14.31,440.92,14,1,West,3156.68
9909,38619484,1-15,13000.0,1,1,0.39,434.22,11,1,West,5220.33
1470,38525848,1-15,8000.0,1,1,0.49,248.82,4,0,South,2982.51
134,39652294,1-15,20000.0,0,1,0.99,673.79,12,1,West,6709.03
136,38078645,1-15,3875.0,0,1,14.99,134.31,15,0,South,3687.54
2993,38585277,1-15,15000.0,1,0,0.49,314.96,7,0,South,3759.75
9901,39571607,1-15,10050.0,1,1,17.14,359.02,20,1,South,3930.08
2992,39128234,1-15,7000.0,1,1,0.39,233.81,15,0,East,2793.67
140,38762271,1-15,13450.0,0,0,21.99,371.4,25,1,East,2211.97
1476,37612109,1-15,11850.0,1,1,17.14,423.32,19,1,South,5057.27
2986,39250456,1-15,6500.0,1,1,7.524344210526315,217.11,11,1,MidWest,2594.13
161,38566235,1-15,4000.0,1,1,0.49,124.41,4,0,West,1491.26
5929,38614123,1-15,20000.0,1,1,0.49,622.04,4,1,West,20214.44
148,39651723,1-15,6000.0,1,0,0.39,200.41,11,1,South,6262.72
6750,39837901,1-15,12000.0,1,1,0.99,398.52,10,1,West,4375.73
4583,37866544,1-15,20000.0,1,0,0.39,448.85,11,1,West,5372.43
152,40450227,1-15,7500.0,1,1,0.19,235.69,5,1,MidWest,2585.77
8982,39551452,1-15,19000.0,1,1,0.99,586.58,3,0,South,7024.2
9890,40237830,1-15,28000.0,0,0,17.14,697.99,19,1,MidWest,2765.3
7653,38628800,1-15,4375.0,1,1,17.86,157.86,20,0,West,1885.64
157,38437586,1-15,34500.0,1,0,13.66,440.92,13,1,South,9507.92
9133,38555647,1-15,35000.0,1,1,15.99,1230.33,17,1,East,37310.43
2969,38449503,1-15,5000.0,1,1,0.99,168.45,12,0,East,2014.18
7909,38446091,1-15,34875.0,1,0,18.54,440.92,21,1,East,37756.41
4732,38162496,1-15,11700.0,1,1,21.99,446.77,25,1,West,5346.95
2929,39751366,1-15,15600.0,1,0,14.31,365.5,14,1,0,4008.1
2928,38171949,1-15,20000.0,1,0,13.66,461.85,13,1,MidWest,5511.84
9157,39440006,1-15,10000.0,1,1,0.99,332.1,10,1,South,6639.78
1529,39621774,1-15,18000.0,1,0,22.99,507.33,26,0,0,5534.65
3418,38556527,1-15,14400.0,0,0,0.49,309.45,8,1,South,3696.62
5661,38435127,1-15,15000.0,1,0,0.44,329.44,9,0,MidWest,3943.75
5985,6736790,1-15,18000.0,1,0,0.67,370.78,6,1,West,4432.02
7585,38436311,1-15,21200.0,1,1,14.31,727.77,14,1,South,8716.39
233,38448348,1-15,10000.0,1,1,0.39,334.01,11,0,MidWest,0
7969,38558918,1-15,6425.0,1,1,16.49,227.45,18,1,MidWest,2698.73
235,40297405,1-15,16000.0,1,0,17.86,405.08,20,1,South,4440.0
3424,38608511,1-15,10000.0,1,1,15.59,349.55,16,0,West,0
9847,38772119,1-15,15000.0,0,1,0.67,474.7,6,1,West,5942.18
5653,38586770,1-15,8000.0,1,1,0.99,269.52,12,1,East,3228.47
7973,38500334,1-15,5000.0,1,1,0.99,168.45,12,0,South,5331.76
9832,40147728,1-15,18000.0,1,0,15.59,440.92,16,1,South,20207.0
6621,39249568,1-15,9000.0,1,1,0.19,282.82,5,0,East,3102.83
7576,40107154,1-15,16700.0,1,0,0.39,374.79,11,1,South,4111.19
5644,39817908,1-15,9450.0,1,1,15.59,330.33,16,0,West,3617.26
3440,37641179,1-15,28000.0,1,1,0.49,870.85,4,1,West,10426.9
9828,39649645,1-15,8000.0,1,1,0.99,440.92,3,0,MidWest,2713.78
3442,38527442,1-15,13900.0,1,1,14.31,477.17,14,1,West,5237.82
5638,37621803,1-15,4700.0,1,1,0.49,150.54,7,0,South,0
1286,36802496,1-15,7800.0,1,1,0.39,260.53,11,1,South,3120.99
4745,38699481,1-15,24000.0,1,1,0.44,440.92,9,1,South,9473.63
2894,39642358,1-15,21000.0,1,1,0.67,664.58,6,1,West,7290.15
7594,38495839,1-15,18500.0,1,1,0.67,585.46,6,1,South,7007.7
5677,38311693,1-15,2500.0,0,1,0.49,80.08,7,1,West,718.08
9862,39290138,1-15,14000.0,0,1,0.99,471.65,12,1,West,14506.4
9147,38467316,1-15,1200.0,1,1,0.67,37.98,10,0,West,455.18
6634,38415532,1-15,18000.0,1,1,0.19,565.64,5,1,MidWest,6779.49
9858,39542090,1-15,23900.0,1,1,16.49,846.05,18,0,West,9344.52
5955,39589211,1-15,6050.0,1,1,0.44,199.34,9,1,MidWest,2382.47
5956,39672299,1-15,35000.0,0,1,0.99,1179.12,12,1,West,12957.68
7628,38628265,1-15,19875.0,1,0,15.99,440.92,17,1,South,5280.11
7946,39762341,1-15,20675.0,1,1,20.99,778.83,24,1,East,8518.91
205,38568923,1-15,35000.0,1,1,17.86,1262.88,20,1,South,15085.1
7627,38610104,1-15,21000.0,1,0,15.99,510.57,17,1,MidWest,6080.2
2916,38528338,1-15,20400.0,1,0,15.99,495.98,17,1,South,5933.64
3385,37821356,1-15,11550.0,1,0,19.99,305.95,23,0,South,3645.75
4561,40207609,1-15,13000.0,1,1,0.67,411.41,6,0,MidWest,13215.03
7445,38465877,1-15,30000.0,1,0,17.86,759.52,20,0,South,9054.71
1519,39450563,1-15,10000.0,1,0,13.66,230.93,13,1,South,2752.19
2908,37731126,1-15,12000.0,1,0,7.524344210526315,289.21,16,1,West,13336.65
7619,40470420,1-15,14700.0,1,1,16.49,520.38,18,1,South,5697.25
213,38638818,1-15,35000.0,1,0,13.66,1190.45,13,1,South,14232.28
8958,38762530,1-15,3000.0,1,1,16.49,106.2,18,0,West,1271.65
6772,40490174,1-15,10000.0,1,0,0.99,332.1,10,0,East,3639.78
5679,38171736,1-15,28000.0,1,0,25.99,838.17,34,1,South,9977.18
2899,38657174,1-15,3000.0,1,1,7.524344210526315,100.21,11,1,East,3160.16
9850,38527247,1-15,12000.0,1,0,0.39,400.82,11,1,MidWest,12720.01
9910,38624147,1-15,11600.0,1,1,0.39,387.46,11,0,MidWest,12820.73
5922,38458678,1-15,6000.0,1,0,0.49,192.17,7,1,East,2299.71
7664,39309730,1-15,25000.0,1,1,0.49,766.12,2,1,South,0
6721,38495196,1-15,25000.0,1,0,20.99,676.2,24,1,South,8041.52
1409,39539476,1-15,24000.0,1,1,0.44,790.74,9,1,East,8682.89
3128,39260628,1-15,30000.0,0,0,0.39,673.27,11,1,MidWest,2641.46
1374,37641650,1-15,35000.0,1,1,0.49,1088.56,5,1,South,13048.16
3119,39650479,1-15,23000.0,1,0,0.49,494.25,8,1,West,5423.35
42,39730671,1-15,35000.0,1,0,0.99,796.18,12,1,West,8732.72
7734,39550436,1-15,9800.0,1,1,6.0,298.27,1,0,MidWest,3571.03
3114,38436495,1-15,10000.0,1,1,0.19,314.25,5,1,East,3766.45
3112,38599307,1-15,12000.0,1,0,0.44,263.55,9,1,South,3160.62
9050,39531855,1-15,35000.0,1,1,14.31,1201.5,14,1,West,13160.85
9049,38575647,1-15,32000.0,1,0,22.99,901.92,26,0,West,9880.25
7811,38477292,1-15,23700.0,1,1,0.49,440.92,8,1,MidWest,9228.59
5804,38534197,1-15,9000.0,1,1,14.31,308.96,14,1,East,3700.36
7830,40017258,1-15,30000.0,1,1,0.99,1010.68,12,1,South,0
1369,39519554,1-15,19775.0,1,1,0.39,660.51,11,1,West,7892.09
3103,38459357,1-15,10000.0,1,1,0.99,336.9,12,1,South,10796.73
1417,39601021,1-15,19250.0,1,0,22.99,542.56,26,1,West,5918.99
6699,38645079,1-15,25000.0,1,1,0.19,785.61,5,1,East,9428.22
4653,39631189,1-15,15000.0,1,1,0.19,471.37,5,1,MidWest,15436.68
1423,39370702,1-15,10000.0,1,0,0.99,222.4,10,0,MidWest,2433.08
57,38448211,1-15,8000.0,1,1,0.67,253.18,6,0,South,3034.31
4651,38506528,1-15,18150.0,0,0,0.44,398.62,9,1,0,4361.75
7712,37651425,1-15,5150.0,1,1,16.49,182.31,18,1,South,2202.11
49,39299787,1-15,29850.0,1,0,16.49,733.69,18,0,MidWest,8222.65
3139,38988234,1-15,3500.0,1,1,0.67,110.77,6,0,South,1327.55
5865,38464726,1-15,25000.0,1,1,7.524344210526315,771.82,3,1,MidWest,9252.13
7806,38546363,1-15,17725.0,0,0,18.54,455.33,25,0,East,4229.71
6680,39459320,1-15,26000.0,1,1,0.49,796.76,2,1,East,9551.75
3183,39469124,1-15,2400.0,1,1,0.44,79.08,9,0,West,947.43
6668,38108327,1-15,1200.0,0,1,13.66,40.82,13,1,West,488.02
4667,38659640,1-15,22000.0,1,1,0.99,730.61,10,1,South,8738.01
5857,38436492,1-15,10000.0,0,1,13.66,340.13,13,1,South,2713.45
5858,38700451,1-15,15000.0,1,0,25.0,447.34,31,1,MidWest,5325.08
9075,38028516,1-15,6000.0,1,1,15.59,209.73,16,1,West,6281.35
7760,38609776,1-15,11650.0,1,0,20.99,315.11,24,1,South,3439.04
11,39641145,1-15,21000.0,0,1,0.39,701.42,11,0,MidWest,5582.45
5860,38467100,1-15,2400.0,0,1,0.49,76.87,7,0,South,921.17
3196,38455740,1-15,15000.0,1,1,0.19,471.37,5,1,MidWest,7193.18
9985,38892250,1-15,12000.0,1,1,0.99,370.48,3,1,South,0
3167,39691506,1-15,16150.0,1,1,15.99,567.71,17,1,South,17890.34
7754,40017785,1-15,12000.0,0,0,0.44,263.55,9,1,West,2627.87
3159,40297845,1-15,12000.0,1,0,0.44,263.55,10,1,MidWest,2883.8
7783,38560580,1-15,15000.0,1,1,14.31,514.93,15,1,South,6149.35
1405,38529134,1-15,4800.0,1,1,14.31,164.78,14,0,West,1973.54
9975,40177813,1-15,24525.0,1,1,0.44,808.04,9,1,0,8857.27
3151,38599875,1-15,4500.0,1,1,14.31,154.48,14,0,MidWest,1844.82
5831,39749843,1-15,23000.0,1,0,7.524344210526315,565.33,18,1,West,6731.28
3214,38559841,1-15,18000.0,1,0,0.49,386.81,8,0,South,4620.74
3145,39611467,1-15,12000.0,1,1,15.59,419.46,16,1,South,4593.27
3219,39420263,1-15,25000.0,1,1,0.49,777.55,4,0,West,9394.39
60,38467857,1-15,10000.0,1,1,0.99,336.9,12,0,MidWest,11072.03
5996,38484682,1-15,8000.0,1,0,0.99,265.68,10,0,South,8739.45
3087,38534727,1-15,16000.0,1,1,0.49,497.63,4,0,South,5958.24
9038,38382064,1-15,12000.0,1,0,17.14,299.14,19,0,West,3566.83
3297,38494616,1-15,15000.0,1,1,6.0,456.54,1,0,West,5468.43
97,39389147,1-15,16000.0,1,0,0.39,359.08,11,1,West,3927.85
3034,38428632,1-15,8000.0,1,0,14.99,277.29,15,1,West,8569.74
7693,38312082,1-15,10000.0,1,1,0.99,332.1,10,1,MidWest,0
5903,38578253,1-15,12000.0,1,1,0.49,367.74,2,0,West,12207.12
5763,38171495,1-15,11325.0,1,0,17.86,440.92,20,1,South,3418.17
3029,37068509,1-15,7000.0,1,1,7.524344210526315,242.63,15,1,MidWest,2905.73
3028,39560250,1-15,10000.0,1,1,0.44,329.48,9,1,West,3611.57
7886,38589249,1-15,13000.0,1,0,0.99,401.35,3,0,East,4404.75
1344,38625595,1-15,5300.0,1,1,0.99,178.56,12,1,MidWest,2138.9
3039,39529544,1-15,15000.0,1,1,0.99,498.15,10,1,South,15909.24
3019,39650824,1-15,9000.0,1,1,0.49,288.26,10,0,South,3166.12
5755,38151414,1-15,26800.0,1,0,14.31,627.91,14,1,West,0
115,37601431,1-15,15000.0,1,0,13.66,346.39,13,1,South,4133.91
1342,39128320,1-15,3600.0,0,1,16.49,127.44,18,1,West,1393.6
1452,37267742,1-15,12000.0,0,1,0.19,377.09,5,0,South,4545.79
3011,38579703,1-15,22000.0,1,0,20.99,595.06,25,1,East,22269.37
7894,39649886,1-15,35000.0,0,0,17.86,886.11,20,1,MidWest,8751.45
7678,38435159,1-15,35000.0,1,1,19.24,440.92,22,1,East,15409.23
9913,40560527,1-15,12000.0,1,0,14.99,285.42,15,1,East,3119.63
3006,38538355,1-15,11550.0,0,1,0.99,383.58,10,1,West,0
1464,39439434,1-15,10000.0,1,0,14.31,234.3,14,1,South,2561.4
7889,38560190,1-15,19200.0,1,1,0.49,588.38,2,1,South,7053.64
3040,39692957,1-15,24000.0,1,0,14.31,562.31,15,1,West,6166.33
3296,40247792,1-15,4575.0,1,1,17.86,165.08,20,0,South,1811.34
5768,39260731,1-15,22950.0,0,1,7.524344210526315,787.84,14,1,South,6155.98
3268,39640972,1-15,17650.0,1,0,15.59,425.38,16,0,West,4648.61
4646,39662461,1-15,16000.0,1,0,19.99,423.82,23,1,East,4644.25
1360,38498304,1-15,16325.0,1,0,15.59,393.45,16,1,West,4313.81
3067,38636713,1-15,10000.0,1,1,0.99,440.92,10,1,MidWest,3971.88
4702,37612196,1-15,15000.0,1,0,0.49,314.96,7,1,MidWest,3809.57
9947,38445485,1-15,5000.0,0,1,23.99,196.14,27,1,MidWest,777.9
71,37978181,1-15,12000.0,1,1,14.31,440.92,14,0,South,7548.35
1432,38589992,1-15,9000.0,1,1,13.66,306.12,13,1,MidWest,0
3060,38697764,1-15,12000.0,1,0,0.49,389.98,8,1,South,4665.77
1433,37907332,1-15,21300.0,1,0,7.524344210526315,523.54,18,1,East,6243.45
5887,39259830,1-15,3000.0,1,1,7.524344210526315,103.99,15,1,East,3116.53
5888,38439595,1-15,15000.0,1,0,0.49,322.34,8,1,West,3528.26
5890,40430209,1-15,23050.0,1,1,0.99,776.54,12,1,0,8528.88
6705,38550070,1-15,8000.0,1,1,0.39,267.21,11,0,MidWest,2933.8
4705,39168284,1-15,10000.0,1,1,0.49,324.98,8,1,0,3893.93
3290,39450072,1-15,13000.0,0,1,15.59,454.42,16,1,MidWest,5441.78
3051,40351451,1-15,10000.0,1,1,0.44,329.48,9,1,East,3611.57
7696,38657221,1-15,8000.0,1,1,0.49,256.23,7,0,West,8520.68
3047,36950419,1-15,14000.0,1,0,15.99,340.38,17,1,West,4132.09
9028,40287602,1-15,20000.0,1,1,13.66,680.26,13,1,South,7452.5
3293,38640466,1-15,29975.0,1,0,19.24,781.54,22,1,0,8532.86
88,38311414,1-15,15000.0,1,0,13.66,346.39,13,0,South,4145.3
89,38626358,1-15,8000.0,1,1,14.31,274.63,14,1,South,3014.57
5796,39877750,1-15,11000.0,1,0,18.54,282.57,21,1,South,3096.94
7984,38659637,1-15,22400.0,1,1,0.49,686.44,2,1,South,8221.13
1970,40540648,1-15,3200.0,1,1,0.99,106.28,10,0,South,1164.82
7528,39269427,1-15,35000.0,1,0,0.39,785.48,11,1,MidWest,9365.53
4789,38812524,1-15,35000.0,1,0,13.66,808.24,13,1,West,9672.32
6839,37672125,1-15,15000.0,1,0,6.0,456.54,1,0,West,5468.43
2743,38519245,1-15,15000.0,1,1,6.0,456.54,1,0,West,5473.46
3557,38574688,1-15,10000.0,1,1,0.99,308.73,3,0,South,3696.99
3534,38477891,1-15,15000.0,1,0,16.49,440.92,18,1,MidWest,17117.91
3502,40287591,1-15,5500.0,1,1,17.86,198.46,20,1,East,2177.6
2673,38635104,1-15,8300.0,1,1,14.99,287.69,15,1,South,3445.37
314,39741110,1-15,12000.0,1,1,0.99,370.48,3,0,South,12605.41
8037,38447759,1-15,12000.0,1,0,15.99,440.92,17,0,South,3490.46
8887,38589397,1-15,21175.0,1,1,0.49,688.14,8,0,South,21403.77
317,40157557,1-15,8000.0,1,1,0.19,251.4,5,1,West,2761.76
3533,38525079,1-15,12000.0,1,1,6.0,365.23,1,0,East,4394.97
6606,38477419,1-15,30000.0,1,0,7.524344210526315,629.91,7,1,East,7543.1
2682,38427410,1-15,17425.0,1,0,14.31,408.26,14,1,East,4871.41
5546,39631370,1-15,8400.0,1,0,0.49,269.04,7,0,South,2955.01
6835,39572026,1-15,15500.0,1,0,14.31,363.16,14,0,MidWest,4250.12
6842,39419612,1-15,4500.0,1,1,0.49,146.24,8,0,West,3752.26
2794,40380886,1-15,4000.0,1,1,0.99,134.76,12,1,West,1476.59
9805,39532115,1-15,20000.0,1,0,13.66,461.85,15,1,East,5049.99
6030,38141178,1-15,4750.0,1,0,17.14,169.69,19,0,South,2027.23
9754,39679820,1-15,34475.0,1,0,18.54,440.92,21,1,South,9704.6
3587,39571704,1-15,5000.0,1,1,0.49,160.15,7,0,South,1756.38
7542,38171990,1-15,35000.0,1,0,25.57,1039.03,30,1,West,35522.06
401,39592471,1-15,20000.0,1,0,15.59,482.02,16,1,West,5267.58
301,38496714,1-15,20000.0,1,1,0.49,640.57,7,1,South,7676.3
8025,39752508,1-15,13000.0,1,1,6.0,395.67,1,0,East,6043.66
6830,38638464,1-15,21000.0,1,0,0.44,461.22,9,1,East,23143.27
400,38519068,1-15,22000.0,1,0,0.67,453.17,6,1,South,4974.27
5595,40027519,1-15,20000.0,1,0,15.59,482.02,16,1,South,5284.9
9193,39259551,1-15,18000.0,1,1,0.44,593.06,9,1,West,18591.24
1632,39867227,1-15,30000.0,1,0,0.99,682.44,12,1,MidWest,7485.19
3488,39640575,1-15,20000.0,1,1,0.49,612.89,2,1,East,6734.58
6833,38429476,1-15,4575.0,1,1,16.49,161.96,18,1,South,5090.13
320,38605496,1-15,11975.0,0,1,21.99,457.27,25,0,East,5000.71
6028,39701166,1-15,6000.0,1,1,0.44,197.69,9,0,South,2166.96
9199,39450533,1-15,10000.0,1,1,0.99,336.9,12,1,West,4035.58
1594,39740289,1-15,3600.0,1,1,0.39,120.25,11,0,West,1436.8
8117,39610922,1-15,35000.0,1,0,19.24,912.55,25,1,West,9963.23
3574,38520209,1-15,35000.0,1,0,0.44,768.69,9,1,MidWest,9168.67
8115,39560985,1-15,16525.0,1,1,15.59,440.92,16,1,West,6325.42
338,39379954,1-15,20000.0,1,1,0.49,649.96,8,1,West,21181.46
386,39549547,1-15,10750.0,1,0,20.99,290.77,24,1,West,3457.9
1590,38628823,1-15,16750.0,1,0,22.99,440.92,26,1,South,5704.8
2761,39702453,1-15,5000.0,1,1,0.49,155.51,4,1,West,1706.45
6064,38508138,1-15,25000.0,1,1,0.19,785.61,5,1,MidWest,9415.94
3572,39551238,1-15,15000.0,1,1,0.19,471.37,5,1,South,5215.95
1627,38656934,1-15,17600.0,1,0,0.99,400.37,12,1,East,4791.74
337,39359805,1-15,17600.0,1,1,0.19,553.07,5,0,South,6616.82
8068,39609270,1-15,12000.0,1,0,15.59,289.21,16,0,MidWest,3444.54
9768,38536432,1-15,11975.0,1,1,20.99,451.1,24,1,East,5451.29
8067,38578316,1-15,16000.0,1,0,16.49,393.27,18,1,West,4403.33
8885,39440282,1-15,15000.0,1,1,0.44,494.22,9,1,South,5906.81
8103,39350103,1-15,6350.0,1,1,22.99,245.78,26,1,South,7285.11
2686,39651780,1-15,16000.0,1,1,0.49,490.32,2,0,East,5381.98
5569,39640792,1-15,35000.0,1,1,0.39,1169.04,11,1,MidWest,12835.35
8054,38598730,1-15,3000.0,1,1,0.49,97.5,8,0,South,1166.5
4541,38535676,1-15,11000.0,1,0,14.99,261.64,15,1,South,3130.52
2769,39632009,1-15,7075.0,1,1,7.524344210526315,255.29,20,0,MidWest,2801.17
7522,37841440,1-15,25000.0,1,1,0.49,812.45,8,1,South,8922.38
6604,38519064,1-15,20000.0,1,1,7.524344210526315,608.72,1,1,MidWest,7297.94
5574,38596064,1-15,14400.0,1,1,14.31,494.33,14,1,East,5924.73
3514,40520340,1-15,9375.0,1,1,6.0,285.34,1,0,West,0
3515,38645088,1-15,23500.0,1,1,0.67,743.69,6,1,MidWest,8901.64
9221,38457668,1-15,5000.0,1,1,14.99,173.31,15,0,East,2071.39
3185,38568445,1-15,11000.0,1,1,0.39,367.41,11,1,0,4033.94
393,39987477,1-15,6800.0,1,1,7.524344210526315,237.7,16,1,East,2608.81
2685,39541526,1-15,13150.0,1,1,14.31,451.42,14,1,South,4944.71
9763,38272154,1-15,14000.0,1,1,0.67,443.05,6,1,MidWest,5303.11
3529,39917775,1-15,16000.0,1,1,0.19,502.79,5,0,West,5523.41
5570,38559971,1-15,27525.0,1,1,7.524344210526315,894.5,8,1,MidWest,9823.46
2746,38534584,1-15,5600.0,1,1,14.99,194.1,15,1,0,2319.87
7545,37051229,1-15,30000.0,1,0,0.99,667.19,10,1,West,8366.84
